word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
ibhotela,isitsha,semantic_within,food,0.497416,0.573191,Both
ompofu,"owedlule,",cooccurrence,freq=28,0.478634,0.500044,Both
"lwabazali,",igwebe,random_unrelated,,0.269784,0.233849,Both
umndeni,ihlathi,semantic_across,family_vs_nature,0.176642,0.213649,Both
igcwele,ipuleti,morphological,class5_singular,0.337497,0.431248,Both
892),engu-45.,random_unrelated,,0.510284,0.402199,Both
umasipala,inkohlakalo,semantic_within,government,0.36002,0.477014,Both
yokununuselwa,izihlobo,random_unrelated,,0.040357,0.07325,Both
240),ugesi,random_unrelated,,0.273546,0.236482,Both
"umklonyelise,",uyaphumelela,cooccurrence,freq=40,0.292086,0.36946,Both
icorolla,igceke.,morphological,class5_singular,0.26655,0.381585,Both
sasigunyaza,mutyaba,random_unrelated,,0.56675,0.441725,Both
imfundo,ubuhle,cooccurrence,freq=16,0.126238,0.253366,Both
ukubhala,ukufaka,morphological,class15_infinitive,0.38006,0.461042,Both
ngohlelo,ukuze,cooccurrence,freq=2,0.138236,0.261766,Both
usushaya,usizwe,morphological,class11,0.376169,0.458318,Both
ezikhombisa,"nabangane,",random_unrelated,,0.106542,0.11958,Both
uzubazi,iphunga,random_unrelated,,0.194084,0.180859,Both
ethe,"""cat""",random_unrelated,,0.58717,0.456019,Both
ikusasa,umbongiseni,cooccurrence,freq=32,0.146736,0.267715,Both
amazwi,noindlu,cooccurrence,freq=8,0.235552,0.329886,Both
icala,isiko,semantic_across,government_vs_culture,0.198145,0.228702,Both
ubuhle,ubudala.,morphological,class11,0.23936,0.362552,Both
osayizi,882),random_unrelated,,0.47952,0.380664,Both
"ziphilile,",okusemandleni,random_unrelated,,0.281806,0.242264,Both
abaphumelele,abathe,morphological,class2_plural,0.428084,0.494659,Both
ukufundisa,ukuqoqa,morphological,class15_infinitive,0.308667,0.411067,Both
(53),uthe,cooccurrence,freq=2,0.512048,0.523434,Both
sengifuna,"wawo,",random_unrelated,,0.326849,0.273794,Both
584),uyaesaba,random_unrelated,,0.101733,0.116213,Both
ezinezifundo,zomndeni,cooccurrence,freq=2,0.335609,0.399927,Both
"eziphakeme,",phezu,cooccurrence,freq=2,0.408763,0.451134,Both
ngenhliziyo,uyathanda,cooccurrence,freq=4,0.17803,0.289621,Both
ukuxhumana,umabonakude,semantic_within,technology,0.293904,0.430733,Both
baqhuba,besikole,cooccurrence,freq=138,0.235632,0.329943,Both
imeyo,nangokushesha.,random_unrelated,,0.418534,0.337974,Both
umsunduzi,umlobi,morphological,class1_singular,0.521274,0.559892,Both
sibona,uyapheka,cooccurrence,freq=28,0.246095,0.337266,Both
usanethuba,yi-adaptive,random_unrelated,,0.669225,0.513457,Both
nokuhlanganyela.,okufakazelwa,random_unrelated,,0.209816,0.191871,Both
uyalala,uchilize,morphological,class11,0.121619,0.280133,Both
"esisha,",kwezinyanga,cooccurrence,freq=2,0.204696,0.308287,Both
uyesaba,usafuna,morphological,class11,0.266483,0.381538,Both
amatotho,ama-quarterfinal,morphological,class6_plural,0.548776,0.579143,Both
bayacula,nezimfanelo,cooccurrence,freq=4,0.343943,0.40576,Both
nomsebenzi,"""wumsebenzi",random_unrelated,,0.595927,0.462149,Both
"esifanele,",wakhumbula,cooccurrence,freq=52,0.390951,0.438665,Both
uthisha,iphepha,semantic_within,education,0.144855,0.326399,Both
isikole,uthisha,semantic_within,education,0.281306,0.421914,Both
"ukudansa,",ukukhishwa,morphological,class15_infinitive,0.515612,0.555929,Both
sokubuyela,"samaphoyisa,",random_unrelated,,0.44418,0.355926,Both
"kwipolitiki,",bangaqhuleki,random_unrelated,,0.460703,0.367492,Both
inja,inyoni,semantic_within,animals,0.463847,0.549693,Both
lokuqhakambisa,benye,random_unrelated,,0.481586,0.38211,Both
"ngobukhosi,",okuthiwa,random_unrelated,,0.129634,0.135744,Both
"sabalandeli,",udylan,random_unrelated,,0.64526,0.496682,Both
596),"endawo,",random_unrelated,,0.117653,0.127357,Both
sisekelo,yakhe,cooccurrence,freq=6,0.177668,0.289368,Both
okuqhubekayo.,zedolobha,random_unrelated,,0.107015,0.11991,Both
"ekapa,",olaziyo,random_unrelated,,0.334718,0.279302,Both
izinuke,izindawo.,morphological,class8_plural,0.213559,0.344491,Both
kwalowo,eyifagugu,random_unrelated,,0.286128,0.24529,Both
ngomlando.,usafisa,random_unrelated,,0.235754,0.210028,Both
bomqondo.,unkosi,cooccurrence,freq=12,0.479444,0.500611,Both
imithetho,imiyalezo,morphological,class3_plural,0.20451,0.338157,Both
lokukhiqiza,usikhulisa,random_unrelated,,0.211924,0.193347,Both
“ngizibambe,amarekhodi.,random_unrelated,,0.488399,0.386879,Both
basiza,"ethu,",cooccurrence,freq=8,0.074533,0.217173,Both
lusabalale,okwesikhashana,random_unrelated,,0.055067,0.083547,Both
unota,uyabakhuthaza,morphological,class11,0.369515,0.453661,Both
lusebenza,wewomen’s,random_unrelated,,-0.108481,-0.030937,Both
"ethu,",isisekelo,cooccurrence,freq=18,0.154326,0.273029,Both
"ngokomoya,",ngezikhali,random_unrelated,,0.2069,0.18983,Both
emazingeni,esengikusona,random_unrelated,,0.419266,0.338486,Both
"elihle,",liyakhula,cooccurrence,freq=56,0.240259,0.333181,Both
yanyakenye,wayesefuna,random_unrelated,,0.665762,0.511033,Both
ngiyisports,wembathwe,random_unrelated,,0.564507,0.440155,Both
umdlandla,3-0.,random_unrelated,,0.381669,0.312168,Both
kweminyaka,lizwe,cooccurrence,freq=6,0.142153,0.264507,Both
izitshudeni,leli,cooccurrence,freq=2,0.288573,0.367001,Both
ikuthola,idlale,morphological,class5_singular,0.255331,0.373732,Both
(afcon),"lwekhaya,",random_unrelated,,0.201245,0.185871,Both
lube,asingajabulisi,random_unrelated,,0.38405,0.313835,Both
ugogo,ucele,morphological,class11,0.091583,0.259108,Both
babhekelelwe,ezingazilimaza.,random_unrelated,,0.403218,0.327252,Both
ihlangana,i-quad,morphological,class5_singular,0.356773,0.444741,Both
udokotela,ugcina,morphological,class11,0.16014,0.307098,Both
onikezwa,uthabo,cooccurrence,freq=40,0.35289,0.412023,Both
ukumiswa,ukuziphatha,morphological,class15_infinitive,0.148918,0.299242,Both
law,ngalo,cooccurrence,freq=2,0.38641,0.435487,Both
ibe,umthandazo,random_unrelated,,0.234785,0.20935,Both
322),4.,random_unrelated,,0.521533,0.410073,Both
uhlanganisene,uyahlonishwa,morphological,class11,0.162499,0.308749,Both
enezinhlamvu,712),random_unrelated,,0.232258,0.207581,Both
ukhozi.,ukuwela,morphological,class15_infinitive,0.533779,0.568645,Both
imeya,imidlalo,semantic_across,government_vs_sport,0.3338,0.32366,Both
ithumele,i-african,morphological,class5_singular,0.525575,0.562903,Both
imoto,uhambo,semantic_within,transport,0.242815,0.394971,Both
isiteshi,inkantolo,semantic_within,police_law,0.451592,0.541114,Both
ibimayelana,iqhawe,morphological,class5_singular,0.402864,0.477005,Both
ukuhlaziya,"ukusekelana,",morphological,class15_infinitive,0.304525,0.408168,Both
umfana,umndeni,semantic_within,family,0.231471,0.38703,Both
ngokuthi,nenhlanhla,random_unrelated,,0.127771,0.13444,Both
abantwana,sobunzima,cooccurrence,freq=86,0.192964,0.300075,Both
"nokusebenzisana,","ezenziwayo,",random_unrelated,,0.204505,0.188154,Both
icala.,inkohlakalo,cooccurrence,freq=2,0.477628,0.49934,Both
"namuhla,",onekhono,cooccurrence,freq=8,0.389549,0.437684,Both
idolobha,ihhotela,semantic_within,places,0.219454,0.378618,Both
isikweletu,ukonga,semantic_within,money,0.52427,0.591989,Both
bernard,amathalente,random_unrelated,,0.569215,0.44345,Both
yi-offside.,ngo-7,random_unrelated,,0.647319,0.498123,Both
umbuso,inkohlakalo,semantic_within,government,0.316085,0.446259,Both
"abandayo,",emsakazweni.,random_unrelated,,0.145498,0.146849,Both
twins,"zesikole,",random_unrelated,,0.04983,0.079881,Both
bezomthetho,"eside,",cooccurrence,freq=48,0.292587,0.369811,Both
izingabunjalo,nabangane,random_unrelated,,0.092994,0.110096,Both
yezincwadi.,"sezinsuku,",random_unrelated,,0.126626,0.133638,Both
neamazwi,yamanzi,random_unrelated,,0.253584,0.222509,Both
ungobeni,"u-anthony,",morphological,class11,0.726131,0.703292,Both
ayiyona,ukuthi,cooccurrence,freq=2,0.034091,0.188864,Both
ezikhula,ngokuhlanganyela.,random_unrelated,,0.074717,0.097302,Both
umfula,imvelo,semantic_within,nature,0.150589,0.330412,Both
bazijabulise,mbono.,random_unrelated,,0.219055,0.198339,Both
amahlanu,760),random_unrelated,,0.39212,0.319484,Both
abanokuzethemba,abangasenayo,morphological,class2_plural,0.350188,0.440132,Both
wasecanada,wobuntatheli,random_unrelated,,0.573821,0.446674,Both
ubuthelezi,ungaphazamiseki,morphological,class11,0.517617,0.557332,Both
unksz,ujabulela,morphological,class11,0.360351,0.447245,Both
imoto,isitimela,semantic_within,transport,0.300483,0.435338,Both
ikhiqiza,ikhwehlela,morphological,class5_singular,0.413382,0.484368,Both
itransnet,i-corolla,morphological,class5_singular,0.753857,0.7227,Both
uzohlangana,sebeqala,random_unrelated,,0.319731,0.268812,Both
nephysics.,43),random_unrelated,,0.526157,0.41331,Both
"isizwe,",isibhamu.,morphological,class7_singular,0.127071,0.283949,Both
umongameli,kuzobathatha,random_unrelated,,0.234016,0.208811,Both
ukhuliswe,imind,random_unrelated,,-0.010843,0.03741,Both
iba,sohambo,cooccurrence,freq=2,0.389757,0.43783,Both
ubulele,usungathi,cooccurrence,freq=2,0.564252,0.559976,Both
amadodakazi,kwezinsuku,cooccurrence,freq=24,0.209322,0.311526,Both
ibandla,uzogqoka,cooccurrence,freq=2,0.449815,0.479871,Both
ngokuzimisela,uzobonga,cooccurrence,freq=2,0.190117,0.298082,Both
ngibasize,xaba.,random_unrelated,,0.309922,0.261945,Both
2.8,yaba,random_unrelated,,0.406646,0.329652,Both
ugelezela,untuli,morphological,class11,0.225754,0.353028,Both
umfundi,iphepha,semantic_within,education,0.051166,0.260816,Both
ingoma,amaculo,semantic_within,music,0.150002,0.330002,Both
akubi,ikhompyutha,random_unrelated,,0.311196,0.262837,Both
"esikubonayo,",ikusasa,cooccurrence,freq=204,0.087568,0.226297,Both
ukaze.,izinkawu,random_unrelated,,0.39179,0.319253,Both
uyalele,usucabanga,morphological,class11,0.547019,0.577914,Both
"abaningi,","emfuleni,",cooccurrence,freq=14,0.198819,0.304173,Both
amazinga,amanazaretha,morphological,class6_plural,0.341538,0.434077,Both
isihlahla,lapho,cooccurrence,freq=2,0.152885,0.272019,Both
icala,isizwe,semantic_within,government,0.097158,0.29301,Both
izibhedlela,"izinkinga,",morphological,class8_plural,0.192918,0.330042,Both
"lokuqala,",okhutheleyo,cooccurrence,freq=6,0.31057,0.382399,Both
nokuthi,sinomkhuba,cooccurrence,freq=2,0.441857,0.4743,Both
usiphokuhle,ulwimi,morphological,class11,0.506684,0.549679,Both
uyakholelwa,ungeneme,morphological,class11,0.192829,0.329981,Both
ugweme,usjava.,morphological,class11,0.502906,0.547034,Both
ukufaka,ukubuyisana,morphological,class15_infinitive,0.272119,0.385483,Both
edinga,efisa,cooccurrence,freq=2,0.308613,0.381029,Both
ulwazi,umdlalo,semantic_across,education_vs_sport,0.030493,0.111345,Both
ezikhuthele,yonke,cooccurrence,freq=96,0.13375,0.258625,Both
nempuphu.,553),random_unrelated,,0.394572,0.321201,Both
ezinemibala.,ezaba,random_unrelated,,0.352552,0.291787,Both
igoli,mbangwa,random_unrelated,,0.734258,0.55898,Both
endawo,"wendawo,",cooccurrence,freq=6,0.146188,0.267332,Both
bonke,zekhono,cooccurrence,freq=1638,0.145334,0.266734,Both
wase-afrika,"ukuzithenga,",random_unrelated,,0.326317,0.273422,Both
"harvest,",ezengamelwe,random_unrelated,,0.545696,0.426987,Both
nempaka,umhlathi,random_unrelated,,0.34023,0.283161,Both
eminingi,ukhezo,cooccurrence,freq=40,0.244544,0.336181,Both
ibihlolwa,indishi,random_unrelated,,0.430441,0.346309,Both
"izindawo,",izimvu,morphological,class8_plural,0.12378,0.281646,Both
eyokuhlakazwa.,inkathi,random_unrelated,,0.329519,0.275664,Both
aya,zidakamizwa,cooccurrence,freq=2,0.627713,0.604399,Both
indlu,ihhotela,semantic_within,places,0.16037,0.337259,Both
ukukhomba,kithina,random_unrelated,,0.361634,0.298144,Both
bafake,359),random_unrelated,,0.366524,0.301567,Both
ojulile,ukuphana,cooccurrence,freq=2,0.361212,0.417848,Both
ingoma,umculi,semantic_within,music,0.404992,0.508494,Both
kufakwe,awunandaba,random_unrelated,,0.449862,0.359903,Both
isizwe,inkampani,semantic_across,government_vs_money,0.077399,0.144179,Both
abakhuliswe,abangena,morphological,class2_plural,0.301748,0.406223,Both
unompumelelo,uzuze,morphological,class11,0.301993,0.406395,Both
kabusha.,"elinothando,",random_unrelated,,0.118976,0.128283,Both
"izinyamazane,",izithandazo,morphological,class8_plural,0.501349,0.545945,Both
uthabo,"ufuna,",morphological,class11,0.290047,0.398033,Both
ikati,inyuvesi,semantic_across,animals_vs_education,0.31276,0.308932,Both
kwesikhathi,yesikole,cooccurrence,freq=30,0.286397,0.365478,Both
ukukunika,ukungcola.,morphological,class15_infinitive,0.594381,0.611067,Both
"usizo,",upikwe,morphological,class11,0.389588,0.467712,Both
amakhosi,ubumbano,cooccurrence,freq=12,0.173624,0.286537,Both
luyinqaba,umnewethu,cooccurrence,freq=2,0.306049,0.379234,Both
"abayithola,",abanakekela,morphological,class2_plural,0.256634,0.374644,Both
"kunkulunkulu,",uchilize,random_unrelated,,0.189395,0.177577,Both
asibi,isikhathi,cooccurrence,freq=2,0.276626,0.358638,Both
ayinikeza,ezinemiyalezo,random_unrelated,,0.321624,0.270137,Both
enhliziyweni,ndawonye,cooccurrence,freq=112,0.105942,0.239159,Both
izinhlamvu,imoto.,random_unrelated,,0.331508,0.277056,Both
emfuleni,uyafundisa,cooccurrence,freq=36,0.344646,0.406252,Both
ejele,ngenyanga,cooccurrence,freq=18,0.250885,0.34062,Both
uthanda,bomvu,random_unrelated,,0.079144,0.1004,Both
ubudlelwane,ubig,morphological,class11,0.241778,0.364245,Both
ukubaluleka,ukusimama,morphological,class15_infinitive,0.163876,0.309713,Both
amanxusa,ezikhungweni,cooccurrence,freq=50,0.178812,0.290168,Both
umahlaba,umsolwa,morphological,class1_singular,0.598197,0.613738,Both
abo,"eliphezulu,",cooccurrence,freq=24,0.273071,0.35615,Both
ukufeza,uyagijima,random_unrelated,,0.223762,0.201633,Both
uzohlangana,"uphephile,akulimali",morphological,class11,0.348743,0.43912,Both
imeya,umbuso,semantic_within,government,0.204952,0.368466,Both
63),agcina,random_unrelated,,0.301082,0.255758,Both
usithole,uyathandwa,morphological,class11,0.271976,0.385383,Both
kokuba,zezingane,cooccurrence,freq=2,0.224552,0.322187,Both
ikhiphe,ivulekile,morphological,class5_singular,0.289032,0.397323,Both
kwemvelo,kwesiteshi,random_unrelated,,0.327341,0.274139,Both
ukuphucula,ukubaleka,morphological,class15_infinitive,0.247216,0.368051,Both
zebachelor,wukubonakala,random_unrelated,,0.500378,0.395265,Both
"abadala,",abasweleyo.,morphological,class2_plural,0.136782,0.290747,Both
"ngaphakathi,",nerichards,random_unrelated,,0.192633,0.179843,Both
okusiza,uzobuya,random_unrelated,,0.307739,0.260417,Both
ngakolunye,uyazi,cooccurrence,freq=34,0.209728,0.31181,Both
nje,nezinolwazi.,random_unrelated,,0.267871,0.23251,Both
xaba.,kwamahora,random_unrelated,,0.475193,0.377635,Both
iquantum,ividiyo,morphological,class5_singular,0.542054,0.574438,Both
phakathi,"uthando,",cooccurrence,freq=22,0.207833,0.310483,Both
abesifazane,emva,cooccurrence,freq=2,0.221759,0.320232,Both
ikhaya,ihhotela,semantic_within,places,0.021775,0.240243,Both
ukuxinwa,ukuzofunda,morphological,class15_infinitive,0.505251,0.548675,Both
izihlobo,ngezinga,cooccurrence,freq=2,0.082544,0.222781,Both
banikela,"zomphakathi,",cooccurrence,freq=74,0.280035,0.361025,Both
elibandakanya,nokuzobandakanya,cooccurrence,freq=2,0.668958,0.633271,Both
"ekhishini,",uyabiza,cooccurrence,freq=24,0.419812,0.458868,Both
nowenze,engicabanga,random_unrelated,,0.383263,0.313284,Both
"onke,",yenhlalakahle,cooccurrence,freq=4,0.253623,0.342536,Both
njengamanje,ungitshele,random_unrelated,,0.385381,0.314766,Both
zamazwe,i-anc.,random_unrelated,,0.437743,0.35142,Both
bayigcina,izinzalabantu,cooccurrence,freq=50,0.184866,0.294406,Both
bayeke,ezindlini,random_unrelated,,0.153625,0.152537,Both
esizeni,ongungqongqoshe,random_unrelated,,0.266776,0.231743,Both
amajazi,ukuvikela,random_unrelated,,0.310093,0.262065,Both
uthandeka,usebenza,morphological,class11,0.127362,0.284153,Both
ngasese,ahambe,random_unrelated,,0.48081,0.381567,Both
zindaba,yadala,random_unrelated,,0.305901,0.25913,Both
ukukhonza,ngivule,random_unrelated,,0.099078,0.114355,Both
"emphandleni,",phakathi,cooccurrence,freq=4,0.185195,0.294636,Both
unhlanhla,uhlanganyela,morphological,class11,0.133763,0.288634,Both
unobhala,urichard,morphological,class11,0.606048,0.619234,Both
elishisayo,510),random_unrelated,,0.185756,0.175029,Both
iboshwe,basemazweni,random_unrelated,,0.304956,0.258469,Both
imidlalo,kanti,cooccurrence,freq=2,0.149989,0.269992,Both
"lisho,",ngokuzimisela,cooccurrence,freq=4,0.146629,0.26764,Both
uyahlanza,u-abdeslam,morphological,class11,0.184532,0.324173,Both
nanti,wasebenza,cooccurrence,freq=66,0.337203,0.401042,Both
ukuthela,ukuhlengwa,morphological,class15_infinitive,0.416515,0.48656,Both
imoto,ukuhamba,semantic_within,transport,0.292121,0.429485,Both
indiza,ukwelapha,semantic_across,transport_vs_health,0.192554,0.224788,Both
ukuhamba,uhambo,semantic_within,transport,0.689431,0.707602,Both
lwangofebhuwari,ngolwesihlanu,cooccurrence,freq=2,0.679306,0.640514,Both
uyaesaba,ugcwele,morphological,class11,0.220082,0.349058,Both
amazambane,amasiko,semantic_across,food_vs_culture,0.167051,0.206936,Both
izintombi,izimoto.,morphological,class8_plural,0.179018,0.320312,Both
beqala,"ngezithelo,",random_unrelated,,0.241224,0.213857,Both
ubonge,"u-2023,",morphological,class11,0.389348,0.467543,Both
inkosi,inkohlakalo,semantic_within,government,0.302918,0.437043,Both
ukusekwa,ukulungiselela,morphological,class15_infinitive,0.228191,0.354733,Both
ofudumele,wakhe,cooccurrence,freq=1536,0.426175,0.463323,Both
lapha,sasesivuza,random_unrelated,,0.375413,0.307789,Both
bafisa,"anempilo,",random_unrelated,,0.109692,0.121785,Both
izinombolo.,bayavuka,random_unrelated,,0.218315,0.197821,Both
ukusayinisa,ukunisela,morphological,class15_infinitive,0.477812,0.529468,Both
inyama,indishi,semantic_within,food,0.444976,0.536483,Both
usungayisebenzisa,"ubudlelwane,",morphological,class11,0.190752,0.328526,Both
abaningi,"esikoleni,",cooccurrence,freq=2,0.136277,0.260394,Both
ukuzicebisa,kwesizwe,random_unrelated,,0.337586,0.28131,Both
ubebekwe,ubemthandazela,morphological,class11,0.552508,0.581756,Both
engango-r5,ukushesha,random_unrelated,,0.276846,0.238792,Both
bemibono,ngokuzimisela,cooccurrence,freq=42,0.170209,0.284146,Both
izintokazi,izinuke,morphological,class8_plural,0.439804,0.502863,Both
university.,"uphethiloli,",morphological,class11,0.424272,0.491991,Both
sabo,nokwazi,random_unrelated,,0.157365,0.155155,Both
127),"esikhathini,",random_unrelated,,0.184399,0.174079,Both
izidingo,"uphelile,",cooccurrence,freq=12,0.119601,0.248721,Both
izintambo,"izisulu,",morphological,class8_plural,0.296771,0.40274,Both
uyahlanza,ur20,morphological,class11,0.193959,0.330771,Both
uyaziqhenya,ubalekela,morphological,class11,0.177794,0.319456,Both
kuka-2,elidlule,random_unrelated,,0.578049,0.449634,Both
itiger,ibheke,morphological,class5_singular,0.518394,0.557876,Both
izinto,kungaba,cooccurrence,freq=2,0.075044,0.217531,Both
abasolwa,inkantolo,semantic_within,police_law,0.436788,0.530752,Both
"enkantolo,",ngelanga,cooccurrence,freq=4,0.335951,0.400166,Both
deep,nesiqhakazile,random_unrelated,,0.179748,0.170824,Both
"amathathu,",amahlandla,morphological,class6_plural,0.497996,0.543597,Both
abawu-14,abazizwa,morphological,class2_plural,0.384046,0.463832,Both
okuhle,ushandesh,random_unrelated,,0.312801,0.263961,Both
"eminingi,","zemindeni,",cooccurrence,freq=28,0.190958,0.298671,Both
o-a,ulaura,cooccurrence,freq=2,0.852582,0.761808,Both
amakhosi,"kwenyanga,",cooccurrence,freq=4,0.18283,0.292981,Both
uyekelela,uzoqhubeka,morphological,class11,0.231728,0.35721,Both
induna,"oluningi,",cooccurrence,freq=2,0.357099,0.414969,Both
kumnikeza,bukachonco.,random_unrelated,,0.236063,0.210244,Both
