word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
umfundi,ukubhala,semantic_within,education,0.392108,0.535265,Both
"izikole,",kanjalo,cooccurrence,freq=2,0.305119,0.403071,Both
umngqithi,165),random_unrelated,,0.30515,0.24309,Both
ukwelashwa,"naleso,""",random_unrelated,,0.375532,0.285319,Both
uhloniphe,uvusa,morphological,class11,0.330803,0.458482,Both
"nasemaharani,",ne-electronic,random_unrelated,,0.424924,0.314955,Both
theknoloji,nowemagesi,random_unrelated,,0.248416,0.20905,Both
usuvuleke,unenkinga,morphological,class11,0.427687,0.516612,Both
neqembu,nesafa,cooccurrence,freq=2,0.549109,0.549465,Both
umhlengikazi,ukwelapha,semantic_within,health,0.473485,0.584091,Both
itheku,isikhungo,semantic_within,places,0.161852,0.397111,Both
izinto,izinguquko,morphological,class8_plural,0.520882,0.572529,Both
abasolwa,isibhamu,semantic_within,police_law,0.356087,0.513652,Both
base,nezithombe,cooccurrence,freq=2,0.377362,0.446417,Both
ziqhudelane,674),random_unrelated,,0.329209,0.257526,Both
"uqobo,""",ubafundisa,morphological,class11,0.258411,0.415046,Both
"usithole,",uyifanise,morphological,class11,0.298436,0.439061,Both
samabhuku,151),random_unrelated,,0.35069,0.270414,Both
iqhude,izimvu,semantic_within,animals,0.488381,0.593029,Both
izinselelo,kodwa,cooccurrence,freq=4,0.350777,0.430466,Both
abaphumelela,ababemgxeka,morphological,class2_plural,0.520805,0.572483,Both
zinto,ku-n6:,random_unrelated,,0.261658,0.216995,Both
uzofundelani.,uzofihla,morphological,class11,0.519223,0.571534,Both
usungene,ulozolo,morphological,class11,0.457262,0.534357,Both
amakhono,lula,cooccurrence,freq=2,0.302192,0.401315,Both
ulwandle,amanzi,semantic_within,nature,0.407942,0.544765,Both
ekulisizeni,izembe,cooccurrence,freq=2,0.592531,0.575519,Both
ukusho,ukukwelapha.,morphological,class15_infinitive,0.420671,0.512402,Both
umbuso,umaphorisa.,morphological,class1_singular,0.363685,0.478211,Both
umntwana,umkhandi,morphological,class1_singular,0.29428,0.436568,Both
kanti,"yezemidlalo,",cooccurrence,freq=2,0.269311,0.381587,Both
bejabulela,nokuthokozisa,cooccurrence,freq=4,0.592263,0.575358,Both
adimile,ngemuva,cooccurrence,freq=2,0.452415,0.491449,Both
nokuzibophezela,sinqumo,cooccurrence,freq=2,0.43133,0.478798,Both
lokhu,ukuzivocavoca,cooccurrence,freq=134,0.400602,0.460361,Both
umtapo,umsakazo,semantic_across,education_vs_technology,0.526011,0.435607,Both
abazifundayo,abangu-10.,morphological,class2_plural,0.434261,0.520556,Both
bezifuqa,ngezicoficofi,cooccurrence,freq=2,0.771754,0.683052,Both
abalibambayo,abazayo,morphological,class2_plural,0.656486,0.653892,Both
"sikhathi,",yakhe,cooccurrence,freq=2,0.325297,0.415178,Both
ukuwa,"ukudayiswa,",morphological,class15_infinitive,0.510086,0.566052,Both
iseluleko,isuse,morphological,class7_singular,0.381922,0.489153,Both
kwecala,ngamarekhodi,cooccurrence,freq=2,0.53966,0.543796,Both
ibheke,idatha,morphological,class5_singular,0.340787,0.464472,Both
ekudleni,nezijeziso,cooccurrence,freq=2,0.508334,0.525,Both
umfazi,umndeni,semantic_within,family,0.487055,0.592233,Both
abashadayo,"eziyisiko,",cooccurrence,freq=2,0.403309,0.461985,Both
sehlobo.,ukwakha,cooccurrence,freq=2,0.408499,0.4651,Both
sebezwakalise,zobudokotela,random_unrelated,,0.333325,0.259995,Both
kuyingxenye,lwabo,cooccurrence,freq=2,0.315702,0.409421,Both
“ididiyele,kuthathelwe,random_unrelated,,0.286418,0.231851,Both
ndima.,ukwenza,cooccurrence,freq=2,0.376015,0.445609,Both
abamkhulisile,abazidingayo,morphological,class2_plural,0.447712,0.528627,Both
angu-115kw,kaphethroli,cooccurrence,freq=2,0.642852,0.605711,Both
"ezibahlupha,",uyeke,random_unrelated,,0.365062,0.279037,Both
abathandanayo,abafisa,morphological,class2_plural,0.387573,0.492544,Both
647),ukuminza,random_unrelated,,0.359648,0.275789,Both
ukuba,"ukuthula,",morphological,class15_infinitive,0.244238,0.406543,Both
kokufunda.,nomfundisi,random_unrelated,,0.276758,0.226055,Both
uhlelo,udlubu,morphological,class11,0.218629,0.391177,Both
abahleli,nodokotela:,random_unrelated,,0.34095,0.26457,Both
izinkomo,imeya,semantic_across,animals_vs_government,0.334818,0.320891,Both
"manje,",nsuku,cooccurrence,freq=2,0.214481,0.348689,Both
ukhuculule,ukungabi,morphological,class15_infinitive,0.39171,0.495026,Both
ulwazi,imfundo,semantic_within,education,0.345058,0.507035,Both
ezifweni,"ukudansa,",random_unrelated,,0.282971,0.229782,Both
ngivule,ukuthi,cooccurrence,freq=2,0.236134,0.361681,Both
nalo,akhiwe.,random_unrelated,,0.194263,0.176558,Both
kakwesta,leli,cooccurrence,freq=2,0.391252,0.454751,Both
ezihlahleni,onamandla,cooccurrence,freq=2,0.430201,0.47812,Both
izimoto,izinkomo,morphological,class8_plural,0.532243,0.579346,Both
umasipala,umbuso,semantic_within,government,0.49793,0.598758,Both
bale,bangawenqeni,random_unrelated,,0.416274,0.309765,Both
ebesimhlonipha.,usuka,random_unrelated,,0.325856,0.255514,Both
ubumnandi,usekhona,morphological,class11,0.33033,0.458198,Both
"chonco,",“ngijabule,random_unrelated,,0.300857,0.240514,Both
inja,inyoni,semantic_within,animals,0.556162,0.633697,Both
yetop,sezincwadi.,random_unrelated,,0.361678,0.277007,Both
ikuceba,"itholana,",morphological,class5_singular,0.31712,0.450272,Both
umfula,ulwandle,semantic_within,nature,0.409621,0.545772,Both
ithanda,ibhakede.,morphological,class5_singular,0.459022,0.535413,Both
ukulawula,ukarabo,morphological,class15_infinitive,0.406344,0.503806,Both
oyisigwili.,siphathe,random_unrelated,,0.346047,0.267628,Both
ngendlela,ukuhlelwa,cooccurrence,freq=2,0.182725,0.329635,Both
unaledi,udabuka,morphological,class11,0.320607,0.452364,Both
"phambili,",sizolwa,random_unrelated,,0.498965,0.359379,Both
462),ethokozisa,random_unrelated,,0.44741,0.328446,Both
abathi,abacindezelekayo,morphological,class2_plural,0.501406,0.560844,Both
uthisha,isivivinyo,semantic_within,education,0.541351,0.624811,Both
isinyathelo,"edward,",random_unrelated,,0.420669,0.312402,Both
njengesinyathelo,uhulumeni,cooccurrence,freq=2,0.438106,0.482864,Both
abane,canopy,random_unrelated,,0.347736,0.268641,Both
ibhizinisi,zokudlela.,random_unrelated,,0.270384,0.22223,Both
infotainment,ebisemorocco,random_unrelated,,0.642635,0.445581,Both
imvelo,imithi,semantic_within,nature,0.388385,0.533031,Both
eliphakeme,i-edendale,random_unrelated,,0.349624,0.269774,Both
ukuhambisa,ukushiya,morphological,class15_infinitive,0.271964,0.423178,Both
ukonga,amasheya,semantic_within,money,0.25879,0.455274,Both
ujaji,tshepang,random_unrelated,,0.551787,0.391072,Both
iconfederation,i-kaizer,morphological,class5_singular,0.721283,0.69277,Both
beqinisa,omesha,random_unrelated,,0.187168,0.172301,Both
izimbangi,kakhulu,cooccurrence,freq=2,0.339604,0.423763,Both
uqonde,ungawa,morphological,class11,0.373512,0.484107,Both
uchilize,ubesevele,morphological,class11,0.430532,0.518319,Both
ezinokuthula.,angu-150kw,random_unrelated,,0.225084,0.19505,Both
babememeza,kushaywa,cooccurrence,freq=2,0.522781,0.533669,Both
olufinyelela,yizivakashi,cooccurrence,freq=2,0.437223,0.482334,Both
ukudla,isitsha,semantic_within,food,0.393364,0.536019,Both
ikusasa,iyisendlalelo,morphological,class5_singular,0.335747,0.461448,Both
kazulu,"engcono,",random_unrelated,,0.259121,0.215473,Both
engidlule,okuwusuku,random_unrelated,,0.334404,0.260643,Both
lwe-ezemvelo,widlife,cooccurrence,freq=2,0.699984,0.639991,Both
"amakhono,",kabusha,random_unrelated,,0.118464,0.131079,Both
unota,major,random_unrelated,,0.472742,0.343645,Both
yonkana.,organization,random_unrelated,,0.425805,0.315483,Both
izinkonzo,izifo.,morphological,class8_plural,0.587241,0.612345,Both
kusangenzeka,sekuqulwa,cooccurrence,freq=4,0.65779,0.614674,Both
kwabanye.,imaskandi,random_unrelated,,0.261645,0.216987,Both
aqale,evele,cooccurrence,freq=2,0.582931,0.569759,Both
architecture,namafasitela,random_unrelated,,0.420847,0.312508,Both
ngobuqotho,nasebangani,random_unrelated,,0.483498,0.350099,Both
ushaywe,usizakale,morphological,class11,0.32382,0.454292,Both
mandla,112),random_unrelated,,0.258825,0.215295,Both
"emsebenzini,","ntambama,",cooccurrence,freq=2,0.442126,0.485276,Both
ekhasini,362),random_unrelated,,0.216321,0.189792,Both
abafundi,iqoqe,cooccurrence,freq=2,0.412441,0.467465,Both
industrial,enzani,random_unrelated,,0.336175,0.261705,Both
kumasipala,ezisithwalela,random_unrelated,,0.455964,0.333578,Both
imali,isikweletu,semantic_within,money,0.294653,0.476792,Both
ekugugulekeni,kungafani,random_unrelated,,0.416073,0.309644,Both
"kamasipala,",nelokubulawa,cooccurrence,freq=4,0.525534,0.53532,Both
ne-isuzu,ngayo.,cooccurrence,freq=2,0.582196,0.569318,Both
ulungiselela,ugogo,morphological,class11,0.337443,0.462466,Both
nangendlela,"zife,",random_unrelated,,0.265713,0.219428,Both
"kakhulu,",ukuya,cooccurrence,freq=100,0.360082,0.436049,Both
basasifunda,nhlangano.,cooccurrence,freq=2,0.424983,0.47499,Both
ebambisene,abazokwazi,random_unrelated,,0.253855,0.212313,Both
unota,ucele,morphological,class11,0.465752,0.539451,Both
nanokuthi,aphindisela,random_unrelated,,0.197882,0.178729,Both
inamabala,iyasebenza.,cooccurrence,freq=2,0.395212,0.457127,Both
uvame,uhlale,morphological,class11,0.316187,0.449712,Both
isitsha,izinja,semantic_across,food_vs_animals,0.299767,0.29986,Both
uyeke,uphahla.,morphological,class11,0.342577,0.465546,Both
"majola,",nothukuthela..,cooccurrence,freq=2,0.592543,0.575526,Both
seqophelweni,ngomculo,random_unrelated,,0.303398,0.242039,Both
26),nokubambisana,cooccurrence,freq=2,0.744708,0.666825,Both
ubuhlakani,ububone,morphological,class11,0.556217,0.59373,Both
ubengakabi,ujose,morphological,class11,0.402274,0.501365,Both
uvele,uxaba.,morphological,class11,0.272429,0.423457,Both
abasebenzi,amarekhodi.,cooccurrence,freq=2,0.507648,0.524589,Both
kufolda.,“hotstix”,random_unrelated,,0.189515,0.173709,Both
bephume,oyithokozelayo.,cooccurrence,freq=2,0.518595,0.531157,Both
"ekuqaleni,","kwabantu,",random_unrelated,,0.202393,0.181436,Both
isikole,inyuvesi,semantic_within,education,0.568117,0.64087,Both
ibhubesi,ibe-sporty.,morphological,class5_singular,0.572926,0.603755,Both
abadubulekile,abasondelene,morphological,class2_plural,0.493671,0.556203,Both
aselokhu,kumele,cooccurrence,freq=2,0.369758,0.441855,Both
ufune,ubukhazikhazi,morphological,class11,0.290832,0.434499,Both
inyoni,ihlosi,semantic_within,animals,0.551432,0.630859,Both
ngokwayo,bahambisana,random_unrelated,,0.207279,0.184368,Both
ulwazi,amasiko,semantic_across,education_vs_culture,0.368247,0.340948,Both
business,kwaserhodes,cooccurrence,freq=2,0.643514,0.606108,Both
iphepha,ibeverly,morphological,class5_singular,0.277697,0.426618,Both
njengesiteshi,kuyona,random_unrelated,,0.248839,0.209303,Both
uju,uselangeni.,morphological,class11,0.336793,0.462076,Both
isikweletu,amasheya,semantic_within,money,0.292167,0.4753,Both
ukuxhasa,ukungifaka,morphological,class15_infinitive,0.438313,0.522988,Both
njengami,nezinsizwa,random_unrelated,,0.129556,0.137733,Both
okunzulu.,sibhekana,random_unrelated,,0.325294,0.255176,Both
91),nezithunywa,random_unrelated,,0.335511,0.261306,Both
izinselelo,"izinto,",morphological,class8_plural,0.460572,0.536343,Both
"esenguwena,”",kumele,cooccurrence,freq=2,0.437821,0.482693,Both
ihhotela,isikhungo,semantic_within,places,0.323491,0.494094,Both
nentsha,oluhlukile,random_unrelated,,0.335882,0.261529,Both
wagcina,bamahhotela,random_unrelated,,0.307299,0.24438,Both
sedolobha.,ayisishiyagalombili,random_unrelated,,0.168511,0.161106,Both
bayizisulu,ukulikhiya,random_unrelated,,0.2504,0.21024,Both
lokufukulana,of,cooccurrence,freq=2,0.46837,0.501022,Both
unomlando,othanda,random_unrelated,,0.478567,0.34714,Both
"africa,",wethink,cooccurrence,freq=2,0.606356,0.583814,Both
964),nabafundi,random_unrelated,,0.378185,0.286911,Both
nokuzihlonipha.,648),random_unrelated,,0.46666,0.339996,Both
idolobha,ilokishi,semantic_within,places,0.674568,0.704741,Both
"mbizana,",nangabezindawo,cooccurrence,freq=2,0.555259,0.553155,Both
imithetho,billionaire,random_unrelated,,0.369187,0.281512,Both
"lapho,",ngisabheka,cooccurrence,freq=4,0.485903,0.511542,Both
isikole,ukwelapha,semantic_across,education_vs_health,0.240602,0.264361,Both
amasheya,ingcebo,semantic_within,money,0.407455,0.544473,Both
izivivinyo,izinyawo,morphological,class8_plural,0.405582,0.503349,Both
akukuhle,"umsocongi,",random_unrelated,,0.431799,0.319079,Both
"e-usa,",enew,cooccurrence,freq=2,0.674838,0.624903,Both
izinyanga,izikhwama,morphological,class8_plural,0.553839,0.592303,Both
kangcono,kunobukhazikhazi,cooccurrence,freq=2,0.522785,0.533671,Both
i-advanced,ibheke,morphological,class5_singular,0.400678,0.500407,Both
izinkawu,zihlala,cooccurrence,freq=2,0.476156,0.505693,Both
abantu,"zonke,",cooccurrence,freq=2,0.188233,0.33294,Both
izicelo,izinkinobho,morphological,class8_plural,0.468804,0.541282,Both
phambi,okuqinile,random_unrelated,,0.229849,0.197909,Both
uyindlela,ult,morphological,class11,0.234317,0.40059,Both
uwumholi,wesilisa,random_unrelated,,0.459622,0.335773,Both
unthabiseng,uphuza,morphological,class11,0.385789,0.491474,Both
"nabo,",nomthelela,cooccurrence,freq=2,0.381451,0.44887,Both
usiyanda,ulozolo,morphological,class11,0.500855,0.560513,Both
amaphoyisa,isiteshi,semantic_within,police_law,0.418858,0.551315,Both
sabe,isibuko,random_unrelated,,0.537479,0.382487,Both
nembobo,plug.,cooccurrence,freq=2,0.815553,0.709332,Both
lwezokumaketha,"world,",cooccurrence,freq=2,0.67214,0.623284,Both
igada,ibhasi,morphological,class5_singular,0.494308,0.556585,Both
idolo,ikulandela.,morphological,class5_singular,0.232758,0.399655,Both
indiza,uhambo,semantic_within,transport,0.387683,0.53261,Both
isikhathi,"isiphetho,",morphological,class7_singular,0.389307,0.493584,Both
ukudla,ibhotela,semantic_within,food,0.423797,0.554278,Both
ikhokhe,ibingadlalisi,morphological,class5_singular,0.305064,0.443039,Both
"elihlaza,",eselidlalwe,random_unrelated,,0.401016,0.30061,Both
uzobe,usbahle.,morphological,class11,0.330699,0.45842,Both
aseqalile,kanolwandle,random_unrelated,,0.406065,0.303639,Both
udumo,"usuxoshiwe,""",morphological,class11,0.468125,0.540875,Both
kwabantu,nokusekelana,cooccurrence,freq=4,0.402783,0.46167,Both
inja,izilwane,semantic_within,animals,0.353394,0.512036,Both
"starr,",base-afrika,random_unrelated,,0.338467,0.26308,Both
kwezitshalo.,zingena,random_unrelated,,0.296486,0.237892,Both
izinkomo,inkantolo,semantic_across,animals_vs_police_law,0.322093,0.313256,Both
844),nokubambisana,cooccurrence,freq=2,0.732668,0.659601,Both
engenayo,zivale,random_unrelated,,0.25259,0.211554,Both
ihhashi,"ibhethri,",morphological,class5_singular,0.493625,0.556175,Both
wayalela,yayibonakala,random_unrelated,,0.289486,0.233692,Both
umfundi,isivivinyo,semantic_within,education,0.561643,0.636986,Both
usiyabonga,uvakashela,morphological,class11,0.113258,0.327955,Both
445),bewenza,random_unrelated,,0.402758,0.301655,Both
umhlabathi,"umfundi,",morphological,class1_singular,0.283498,0.430099,Both
amaningi,baxoxa,cooccurrence,freq=2,0.319622,0.411773,Both
elalelayo,kukathabani,cooccurrence,freq=2,0.482008,0.509205,Both
avulekile.,lomndeni,cooccurrence,freq=2,0.359843,0.435906,Both
"sasedanganya,","wakwagumede,",cooccurrence,freq=2,0.717439,0.650463,Both
omunye,uminnie,cooccurrence,freq=2,0.264511,0.378706,Both
efanele,izilwane,cooccurrence,freq=2,0.397297,0.458378,Both
"ukuqonda,",ukuhlanzeka,morphological,class15_infinitive,0.45056,0.530336,Both
yokuvimbela,umsiza,random_unrelated,,0.288474,0.233084,Both
esibhalwe,bangene,random_unrelated,,0.320256,0.252154,Both
ibhotela,ikhukhamba,semantic_within,food,0.264209,0.458525,Both
abaku-matric,abangasenayo,morphological,class2_plural,0.48306,0.549836,Both
kulokhu.,"emagatsheni,",random_unrelated,,0.29047,0.234282,Both
house,kakhulu,cooccurrence,freq=2,0.302073,0.401244,Both
ukhiphe,ukunakekela,morphological,class15_infinitive,0.292433,0.43546,Both
ubambisane,uhlolele,morphological,class11,0.321996,0.453197,Both
nomphakathi,kusatshiswa,random_unrelated,,0.174003,0.164402,Both
iwuhambo,idlula,morphological,class5_singular,0.243072,0.405843,Both
lokubulala,wakuveza,cooccurrence,freq=2,0.50042,0.520252,Both
“yilokho,babheke,random_unrelated,,0.317225,0.250335,Both
ukhuni,umfula,semantic_within,nature,0.318481,0.491089,Both
"uthando,","zebhayibheli,",cooccurrence,freq=8,0.578793,0.567276,Both
izikhulu,zakhona,cooccurrence,freq=2,0.394319,0.456592,Both
abeza,nomoya.,random_unrelated,,0.275527,0.225316,Both
"ngayo,",okungalungile,cooccurrence,freq=2,0.496281,0.517768,Both
"ibhethri,",kumakhenikha,cooccurrence,freq=2,0.671478,0.622887,Both
isilonda,isigameko,morphological,class7_singular,0.618192,0.630915,Both
ukhuni,izintaba,semantic_within,nature,0.252865,0.451719,Both
ukhuni,ulwandle,semantic_within,nature,0.38412,0.530472,Both
imifino,isitsha,semantic_within,food,0.417229,0.550337,Both
ubisi,ukuphuza,semantic_within,food,0.440771,0.564463,Both
"wyatt,","ngokuqonda,",random_unrelated,,0.186653,0.171992,Both
uhlala,udangele,morphological,class11,0.259437,0.415662,Both
asheshiswe,ngendlela,cooccurrence,freq=2,0.310427,0.406256,Both
"sekowe,",ngizama,random_unrelated,,0.349445,0.269667,Both
esikhulu,ngokushesha,cooccurrence,freq=2,0.261079,0.376647,Both
udabuka,uramagwede.,morphological,class11,0.304202,0.442521,Both
ezingamanani,ngokuzimisela,random_unrelated,,0.236358,0.201815,Both
zesayensi,nesiqhubeka,random_unrelated,,0.268017,0.22081,Both
"ngamanzi,",zokuhlinzeka,cooccurrence,freq=4,0.467591,0.500555,Both
ayiphelele,kodwa,cooccurrence,freq=2,0.294679,0.396807,Both
izikhwama,464),random_unrelated,,0.350977,0.270586,Both
ayikathuthuki,ngomlomo,random_unrelated,,0.36655,0.27993,Both
baholi,ngenxa,cooccurrence,freq=2,0.293862,0.396317,Both
ayikaziwa,nini,cooccurrence,freq=2,0.448821,0.489292,Both
okuqale,ngenhlanhla,random_unrelated,,0.335437,0.261262,Both
abahamba,ngenyanga,random_unrelated,,0.248144,0.208887,Both
"yasentuzuma,",izivivinyo.,random_unrelated,,0.347125,0.268275,Both
nenkosi,yamagcokama,cooccurrence,freq=2,0.619303,0.591582,Both
ihloniphe.,ibantu,morphological,class5_singular,0.182376,0.369426,Both
u-advocate,"ubumningi,",morphological,class11,0.28709,0.432254,Both
ikhona,ilondolozeke,morphological,class5_singular,0.339239,0.463543,Both
inethi,we-eff,random_unrelated,,0.325861,0.255517,Both
iselula,isitebhisi,morphological,class7_singular,0.353931,0.472359,Both
ijabule,iphumule,morphological,class5_singular,0.556485,0.593891,Both
enyakatho,esest,cooccurrence,freq=2,0.619535,0.591721,Both
eziyisisekelo.,ukuze,cooccurrence,freq=2,0.33869,0.423214,Both
khumu,"beach,",random_unrelated,,0.498848,0.359309,Both
ama-albhamu,amakhala,morphological,class6_plural,0.391304,0.494782,Both
okwamanje,yezindlela,cooccurrence,freq=2,0.392578,0.455547,Both
inhlanhla,inenjini,morphological,class9_singular,0.237994,0.402797,Both
abangemthetho.,"abaphambili,",morphological,class2_plural,0.475758,0.545455,Both
"amadala,","engu-12,",random_unrelated,,0.207929,0.184757,Both
ubumqoka,uchilize,morphological,class11,0.387555,0.492533,Both
"kuhulumeni,",ukuthi,cooccurrence,freq=4,0.204076,0.342445,Both
phambi,uthisha,cooccurrence,freq=2,0.370406,0.442243,Both
indoda,abantu,semantic_within,family,0.332198,0.499319,Both
ekutheni,ngoma,cooccurrence,freq=2,0.19943,0.339658,Both
"ubuntu,","usolwazi,",morphological,class11,0.368911,0.481347,Both
sisebenza,uma,cooccurrence,freq=2,0.263985,0.378391,Both
ikhukhamba,indishi,semantic_within,food,0.391877,0.535126,Both
okulesi,sikole,cooccurrence,freq=2,0.566292,0.559775,Both
